id,repo_owner,repo_name,sha,raw_patch
GO-2022-0253,cloudflare,cfrpki,648658b1b176a747b52645989cfddc73a81eacad," func (s *state) MainRRDP(pSpan opentracing.Span) {
 				sentry.CaptureException(err)
 			})
 
-			if s.RRDPFailover {
+			// GHSA-g9wh-3vrx-r7hg: Do not process responses that are too large
+			if s.RRDPFailover && err.Error() != ""http: request body too large"" {
 				log.Errorf(""Error when processing %v (for %v): %v. Will add to rsync."", path, rsync, err)
 				rSpan.LogKV(""event"", ""rrdp failure"", ""type"", ""failover to rsync"", ""message"", err)
 			} else {
"
GO-2020-0019,gorilla,websocket,5b740c29263eb386f33f265561c8262522f19d37," func newConn(conn net.Conn, isServer bool, readBufferSize, writeBufferSize int,
 	return c
 }
 
+// setReadRemaining tracks the number of bytes remaining on the connection. If n
+// overflows, an ErrReadLimit is returned.
+func (c *Conn) setReadRemaining(n int64) error {
+	if n < 0 {
+		return ErrReadLimit
+	}
+
+	c.readRemaining = n
+	return nil
+}
+
 // Subprotocol returns the negotiated protocol for the connection.
 func (c *Conn) Subprotocol() string {
 	return c.subprotocol
"
GO-2020-0019,gorilla,websocket,5b740c29263eb386f33f265561c8262522f19d37," func (c *Conn) NextReader() (messageType int, r io.Reader, err error) {
 			c.readErr = hideTempErr(err)
 			break
 		}
+
 		if frameType == TextMessage || frameType == BinaryMessage {
 			c.messageReader = &messageReader{c}
 			c.reader = c.messageReader
"
GO-2022-1002,pandatix,go-cvss,d9d478ff0c13b8b09ace030db9262f3c2fe031f4," func (cvss20 CVSS20) Vector() string {
 // Attributes values must not be manipulated directly. Use Get
 // and Set methods.
 type CVSS20 struct {
-	Base
-	Temporal
-	Environmental
+	base
+	temporal
+	environmental
 }
 
-// Base is the group of metrics defined with such name by the
+// base is the group of metrics defined with such name by the
 // first.org CVSS v2.0 rev2 specification.
 // Mandatory.
-type Base struct {
+type base struct {
 	// AV -> [L,A,N]
-	AccessVector string
+	accessVector string
 	// AC -> [H,M,L]
-	AccessComplexity string
+	accessComplexity string
 	// Au -> [M,S,N]
-	Authentication string
+	authentication string
 	// C -> [N,P,C]
-	ConfidentialityImpact string
+	confidentialityImpact string
 	// I -> [N,P,C]
-	IntegrityImpact string
+	integrityImpact string
 	// A -> [N,P,C]
-	AvailabilityImpact string
+	availabilityImpact string
 }
 
-// Temporal is the group of metrics defined with such name by the
+// temporal is the group of metrics defined with such name by the
 // first.org CVSS v2.0 rev2 specification.
 // Not mandatory.
-type Temporal struct {
+type temporal struct {
 	// E -> [U,POC,F,F,H,ND]
-	Exploitability string
+	exploitability string
 	// RL -> [OF,TF,W,U,ND]
-	RemediationLevel string
+	remediationLevel string
 	// RC -> [UC,UR,C,ND]
-	ReportConfidence string
+	reportConfidence string
 }
 
-// Environmental is the group of metrics defined with such name by the
+// environmental is the group of metrics defined with such name by the
 // first.org CVSS v2.0 rev2 specification.
 // Not mandatory.
-type Environmental struct {
+type environmental struct {
 	// CDP -> [N,L,LM,MH,H,ND]
-	CollateralDamagePotential string
+	collateralDamagePotential string
 	// TD -> [N,L,M,H,ND]
-	TargetDistribution string
+	targetDistribution string
 	// CR,IR,AR -> [L,M,H,ND]
-	ConfidentialityRequirement string
-	IntegrityRequirement       string
-	AvailabilityRequirement    string
+	confidentialityRequirement string
+	integrityRequirement       string
+	availabilityRequirement    string
 }
 
 func (cvss20 CVSS20) Get(abv string) (string, error) {
 	switch abv {
 	case ""AV"":
-		return cvss20.AccessVector, nil
+		return cvss20.accessVector, nil
 	case ""AC"":
-		return cvss20.AccessComplexity, nil
+		return cvss20.accessComplexity, nil
 	case ""Au"":
-		return cvss20.Authentication, nil
+		return cvss20.authentication, nil
 	case ""C"":
-		return cvss20.ConfidentialityImpact, nil
+		return cvss20.confidentialityImpact, nil
 	case ""I"":
-		return cvss20.IntegrityImpact, nil
+		return cvss20.integrityImpact, nil
 	case ""A"":
-		return cvss20.AvailabilityImpact, nil
+		return cvss20.availabilityImpact, nil
 	case ""E"":
-		return cvss20.Exploitability, nil
+		return cvss20.exploitability, nil
 	case ""RL"":
-		return cvss20.RemediationLevel, nil
+		return cvss20.remediationLevel, nil
 	case ""RC"":
-		return cvss20.ReportConfidence, nil
+		return cvss20.reportConfidence, nil
 	case ""CDP"":
-		return cvss20.CollateralDamagePotential, nil
+		return cvss20.collateralDamagePotential, nil
 	case ""TD"":
-		return cvss20.TargetDistribution, nil
+		return cvss20.targetDistribution, nil
 	case ""CR"":
-		return cvss20.ConfidentialityRequirement, nil
+		return cvss20.confidentialityRequirement, nil
 	case ""IR"":
-		return cvss20.IntegrityRequirement, nil
+		return cvss20.integrityRequirement, nil
 	case ""AR"":
-		return cvss20.AvailabilityRequirement, nil
+		return cvss20.availabilityRequirement, nil
 	default:
 		return """", &ErrInvalidMetric{Abv: abv}
 	}
"
GO-2022-1002,pandatix,go-cvss,d9d478ff0c13b8b09ace030db9262f3c2fe031f4," func (cvss20 *CVSS20) Set(abv string, value string) error {
 		if err := validate(value, []string{""L"", ""A"", ""N""}); err != nil {
 			return err
 		}
-		cvss20.AccessVector = value
+		cvss20.accessVector = value
 	case ""AC"":
 		if err := validate(value, []string{""H"", ""M"", ""L""}); err != nil {
 			return err
 		}
-		cvss20.AccessComplexity = value
+		cvss20.accessComplexity = value
 	case ""Au"":
 		if err := validate(value, []string{""M"", ""S"", ""N""}); err != nil {
 			return err
 		}
-		cvss20.Authentication = value
+		cvss20.authentication = value
 	case ""C"":
 		if err := validate(value, []string{""N"", ""P"", ""C""}); err != nil {
 			return err
 		}
-		cvss20.ConfidentialityImpact = value
+		cvss20.confidentialityImpact = value
 	case ""I"":
 		if err := validate(value, []string{""N"", ""P"", ""C""}); err != nil {
 			return err
 		}
-		cvss20.IntegrityImpact = value
+		cvss20.integrityImpact = value
 	case ""A"":
 		if err := validate(value, []string{""N"", ""P"", ""C""}); err != nil {
 			return err
 		}
-		cvss20.AvailabilityImpact = value
+		cvss20.availabilityImpact = value
 	// Temporal
 	case ""E"":
 		if err := validate(value, []string{""U"", ""POC"", ""F"", ""H"", ""ND""}); err != nil {
 			return err
 		}
-		cvss20.Exploitability = value
+		cvss20.exploitability = value
 	case ""RL"":
 		if err := validate(value, []string{""OF"", ""TF"", ""W"", ""U"", ""ND""}); err != nil {
 			return err
 		}
-		cvss20.RemediationLevel = value
+		cvss20.remediationLevel = value
 	case ""RC"":
 		if err := validate(value, []string{""UC"", ""UR"", ""C"", ""ND""}); err != nil {
 			return err
 		}
-		cvss20.ReportConfidence = value
+		cvss20.reportConfidence = value
 	// Environmental
 	case ""CDP"":
 		if err := validate(value, []string{""N"", ""L"", ""LM"", ""MH"", ""H"", ""ND""}); err != nil {
 			return err
 		}
-		cvss20.CollateralDamagePotential = value
+		cvss20.collateralDamagePotential = value
 	case ""TD"":
 		if err := validate(value, []string{""N"", ""L"", ""M"", ""H"", ""ND""}); err != nil {
 			return err
 		}
-		cvss20.TargetDistribution = value
+		cvss20.targetDistribution = value
 	case ""CR"":
 		if err := validate(value, []string{""L"", ""M"", ""H"", ""ND""}); err != nil {
 			return err
 		}
-		cvss20.ConfidentialityRequirement = value
+		cvss20.confidentialityRequirement = value
 	case ""IR"":
 		if err := validate(value, []string{""L"", ""M"", ""H"", ""ND""}); err != nil {
 			return err
 		}
-		cvss20.IntegrityRequirement = value
+		cvss20.integrityRequirement = value
 	case ""AR"":
 		if err := validate(value, []string{""L"", ""M"", ""H"", ""ND""}); err != nil {
 			return err
 		}
-		cvss20.AvailabilityRequirement = value
+		cvss20.availabilityRequirement = value
 	default:
 		return &ErrInvalidMetric{Abv: abv}
 	}
"
GO-2023-1597,kitabisa,teler-waf,d1d49cfddfa3ec2adad962870f14b85cd1aaf739," func (t *Teler) checkCustomRules(r *http.Request) error {
 // If a match is found, it returns an error indicating a common web attack has been detected.
 // If no match is found, it returns nil.
 func (t *Teler) checkCommonWebAttack(r *http.Request) error {
-	// Decode the URL-encoded request URI of the URL
-	uri := toURLDecode(r.URL.RequestURI())
+	// Decode the URL-encoded and unescape HTML entities request URI of the URL
+	uri := stringDeUnescape(r.URL.RequestURI())
 
 	// Declare byte slice for request body.
 	var body string
"
GO-2023-1597,kitabisa,teler-waf,d1d49cfddfa3ec2adad962870f14b85cd1aaf739," func (t *Teler) checkCommonWebAttack(r *http.Request) error {
 		body = buf.String()
 	}
 
-	// Decode the URL-encoded of body
-	body = toURLDecode(body)
+	// Decode the URL-encoded and unescape HTML entities of body
+	body = stringDeUnescape(body)
 
 	// Iterate over the filters in the CommonWebAttack data stored in the t.threat.cwa.Filters field
 	for _, filter := range t.threat.cwa.Filters {
"
GO-2022-0701,kubernetes,kubernetes,37f730f68c7f06e060f90714439bfb0dbb2df5e7,"
+/*
+Copyright 2015 The Kubernetes Authors All rights reserved.
+
+Licensed under the Apache License, Version 2.0 (the ""License"");
+you may not use this file except in compliance with the License.
+You may obtain a copy of the License at
+
+    http://www.apache.org/licenses/LICENSE-2.0
+
+Unless required by applicable law or agreed to in writing, software
+distributed under the License is distributed on an ""AS IS"" BASIS,
+WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+See the License for the specific language governing permissions and
+limitations under the License.
+*/
+
+package validation
+
+import (
+	""fmt""
+	""strings""
+)
+
+// NameMayNotBe specifies strings that cannot be used as names specified as path segments (like the REST API or etcd store)
+var NameMayNotBe = []string{""."", ""..""}
+
+// NameMayNotContain specifies substrings that cannot be used in names specified as path segments (like the REST API or etcd store)
+var NameMayNotContain = []string{""/"", ""%""}
+
+// ValidatePathSegmentName validates the name can be used as a path segment
+func ValidatePathSegmentName(name string, prefix bool) (bool, string) {
+	// Only check for exact matches if this is the full name (not a prefix)
+	if prefix == false {
+		for _, illegalName := range NameMayNotBe {
+			if name == illegalName {
+				return false, fmt.Sprintf(`name may not be %q`, illegalName)
+			}
+		}
+	}
+
+	for _, illegalContent := range NameMayNotContain {
+		if strings.Contains(name, illegalContent) {
+			return false, fmt.Sprintf(`name may not contain %q`, illegalContent)
+		}
+	}
+
+	return true, """"
+}
"
GO-2021-0085,opencontainers,runc,cad42f6e0932db0ce08c3a3d9e89e6063ec283e4," func setprocattr(attr, value string) error {
 	}
 	defer f.Close()
 
+	if err := utils.EnsureProcHandle(f); err != nil {
+		return err
+	}
+
 	_, err = fmt.Fprintf(f, ""%s"", value)
 	return err
 }
"
GO-2021-0085,opencontainers,runc,cad42f6e0932db0ce08c3a3d9e89e6063ec283e4," func setprocattr(attr, value string) error {
 // changeOnExec reimplements aa_change_onexec from libapparmor in Go
 func changeOnExec(name string) error {
 	value := ""exec "" + name
-	if err := setprocattr(""exec"", value); err != nil {
+	if err := setProcAttr(""exec"", value); err != nil {
 		return fmt.Errorf(""apparmor failed to apply profile: %s"", err)
 	}
 	return nil
"
GO-2021-0085,opencontainers,runc,cad42f6e0932db0ce08c3a3d9e89e6063ec283e4," func InitLabels(options []string) (plabel string, mlabel string, Err error) {
 				return """", mountLabel, nil
 			}
 			if i := strings.Index(opt, "":""); i == -1 {
-				return """", """", fmt.Errorf(""Bad label option %q, valid options 'disable' or \n'user, role, level, type' followed by ':' and a value"", opt)
+				return """", """", fmt.Errorf(""Bad label option %q, valid options 'disable' or \n'user, role, level, type, filetype' followed by ':' and a value"", opt)
 			}
 			con := strings.SplitN(opt, "":"", 2)
 			if !validOptions[con[0]] {
-				return """", """", fmt.Errorf(""Bad label option %q, valid options 'disable, user, role, level, type'"", con[0])
+				return """", """", fmt.Errorf(""Bad label option %q, valid options 'disable, user, role, level, type, filetype'"", con[0])
 
 			}
+			if con[0] == ""filetype"" {
+				mcon[""type""] = con[1]
+			}
 			pcon[con[0]] = con[1]
 			if con[0] == ""level"" || con[0] == ""user"" {
 				mcon[con[0]] = con[1]
"
GO-2021-0085,opencontainers,runc,cad42f6e0932db0ce08c3a3d9e89e6063ec283e4," func SetExecLabel(label string) error {
 	return writeCon(fmt.Sprintf(""/proc/self/task/%d/attr/exec"", syscall.Gettid()), label)
 }
 
+/*
+SetTaskLabel sets the SELinux label for the current thread, or an error.
+This requires the dyntransition permission.
+*/
+func SetTaskLabel(label string) error {
+	return writeCon(fmt.Sprintf(""/proc/self/task/%d/attr/current"", syscall.Gettid()), label)
+}
+
 // SetSocketLabel takes a process label and tells the kernel to assign the
 // label to the next socket that gets created
 func SetSocketLabel(label string) error {
"
GO-2021-0085,opencontainers,runc,cad42f6e0932db0ce08c3a3d9e89e6063ec283e4," func SocketLabel() (string, error) {
 	return readCon(fmt.Sprintf(""/proc/self/task/%d/attr/sockcreate"", syscall.Gettid()))
 }
 
+// PeerLabel retrieves the label of the client on the other side of a socket
+func PeerLabel(fd uintptr) (string, error) {
+	return unix.GetsockoptString(int(fd), syscall.SOL_SOCKET, syscall.SO_PEERSEC)
+}
+
 // SetKeyLabel takes a process label and tells the kernel to assign the
 // label to the next kernel keyring that gets created
 func SetKeyLabel(label string) error {
"
GO-2021-0085,opencontainers,runc,cad42f6e0932db0ce08c3a3d9e89e6063ec283e4," func SetExecLabel(label string) error {
 	return nil
 }
 
+/*
+SetTaskLabel sets the SELinux label for the current thread, or an error.
+This requires the dyntransition permission.
+*/
+func SetTaskLabel(label string) error {
+        return nil
+}
+
 /*
 SetSocketLabel sets the SELinux label that the kernel will use for any programs
 that are executed by the current process thread, or an error.
"
GO-2021-0085,opencontainers,runc,cad42f6e0932db0ce08c3a3d9e89e6063ec283e4," func SocketLabel() (string, error) {
 	return """", nil
 }
 
+// PeerLabel retrieves the label of the client on the other side of a socket
+func PeerLabel(fd uintptr) (string, error) {
+	return """", nil
+}
+
 // SetKeyLabel takes a process label and tells the kernel to assign the
 // label to the next kernel keyring that gets created
 func SetKeyLabel(label string) error {
"
GO-2021-0100,containers,storage,306fcabc964470e4b3b87a43a8f6b7d698209ee1," func DecompressStream(archive io.Reader) (io.ReadCloser, error) {
 		readBufWrapper := p.NewReadCloserWrapper(buf, bz2Reader)
 		return readBufWrapper, nil
 	case Xz:
-		xzReader, chdone, err := xzDecompress(buf)
+		xzReader, err := xz.NewReader(buf)
 		if err != nil {
 			return nil, err
 		}
 		readBufWrapper := p.NewReadCloserWrapper(buf, xzReader)
-		return ioutils.NewReadCloserWrapper(readBufWrapper, func() error {
-			<-chdone
-			return readBufWrapper.Close()
-		}), nil
+		return readBufWrapper, nil
 	case Zstd:
 		return zstdReader(buf)
 	default:
"
GO-2021-0100,containers,storage,306fcabc964470e4b3b87a43a8f6b7d698209ee1,"
+// Copyright 2014-2021 Ulrich Kunitz. All rights reserved.
+// Use of this source code is governed by a BSD-style
+// license that can be found in the LICENSE file.
+
+package hash
+
+// Roller provides an interface for rolling hashes. The hash value will become
+// valid after hash has been called Len times.
+type Roller interface {
+	Len() int
+	RollByte(x byte) uint64
+}
+
+// Hashes computes all hash values for the array p. Note that the state of the
+// roller is changed.
+func Hashes(r Roller, p []byte) []uint64 {
+	n := r.Len()
+	if len(p) < n {
+		return nil
+	}
+	h := make([]uint64, len(p)-n+1)
+	for i := 0; i < n-1; i++ {
+		r.RollByte(p[i])
+	}
+	for i := range h {
+		h[i] = r.RollByte(p[i+n-1])
+	}
+	return h
+}
"
GO-2021-0100,containers,storage,306fcabc964470e4b3b87a43a8f6b7d698209ee1,"
+// Copyright 2014-2021 Ulrich Kunitz. All rights reserved.
+// Use of this source code is governed by a BSD-style
+// license that can be found in the LICENSE file.
+
+package lzma
+
+/* Naming conventions follows the CodeReviewComments in the Go Wiki. */
+
+// ntz32Const is used by the functions NTZ and NLZ.
+const ntz32Const = 0x04d7651f
+
+// ntz32Table is a helper table for de Bruijn algorithm by Danny Dubé.
+// See Henry S. Warren, Jr. ""Hacker's Delight"" section 5-1 figure 5-26.
+var ntz32Table = [32]int8{
+	0, 1, 2, 24, 3, 19, 6, 25,
+	22, 4, 20, 10, 16, 7, 12, 26,
+	31, 23, 18, 5, 21, 9, 15, 11,
+	30, 17, 8, 14, 29, 13, 28, 27,
+}
+
+/*
+// ntz32 computes the number of trailing zeros for an unsigned 32-bit integer.
+func ntz32(x uint32) int {
+	if x == 0 {
+		return 32
+	}
+	x = (x & -x) * ntz32Const
+	return int(ntz32Table[x>>27])
+}
+*/
+
+// nlz32 computes the number of leading zeros for an unsigned 32-bit integer.
+func nlz32(x uint32) int {
+	// Smear left most bit to the right
+	x |= x >> 1
+	x |= x >> 2
+	x |= x >> 4
+	x |= x >> 8
+	x |= x >> 16
+	// Use ntz mechanism to calculate nlz.
+	x++
+	if x == 0 {
+		return 0
+	}
+	x *= ntz32Const
+	return 32 - int(ntz32Table[x>>27])
+}
"
GO-2021-0100,containers,storage,306fcabc964470e4b3b87a43a8f6b7d698209ee1,"
+// Copyright 2014-2021 Ulrich Kunitz. All rights reserved.
+// Use of this source code is governed by a BSD-style
+// license that can be found in the LICENSE file.
+
+package lzma
+
+import (
+	""errors""
+	""io""
+)
+
+// ErrLimit indicates that the limit of the LimitedByteWriter has been
+// reached.
+var ErrLimit = errors.New(""limit reached"")
+
+// LimitedByteWriter provides a byte writer that can be written until a
+// limit is reached. The field N provides the number of remaining
+// bytes.
+type LimitedByteWriter struct {
+	BW io.ByteWriter
+	N  int64
+}
+
+// WriteByte writes a single byte to the limited byte writer. It returns
+// ErrLimit if the limit has been reached. If the byte is successfully
+// written the field N of the LimitedByteWriter will be decremented by
+// one.
+func (l *LimitedByteWriter) WriteByte(c byte) error {
+	if l.N <= 0 {
+		return ErrLimit
+	}
+	if err := l.BW.WriteByte(c); err != nil {
+		return err
+	}
+	l.N--
+	return nil
+}
"
GO-2021-0100,containers,storage,306fcabc964470e4b3b87a43a8f6b7d698209ee1," func DetectCompression(source []byte) Compression {
 	return Uncompressed
 }
 
-func xzDecompress(archive io.Reader) (io.ReadCloser, <-chan struct{}, error) {
-	args := []string{""xz"", ""-d"", ""-c"", ""-q""}
-
-	return cmdStream(exec.Command(args[0], args[1:]...), archive)
-}
-
 // DecompressStream decompresses the archive and returns a ReaderCloser with the decompressed archive.
 func DecompressStream(archive io.Reader) (io.ReadCloser, error) {
 	p := pools.BufioReader32KPool
"
GO-2023-2052,gofiber,fiber,b8c9ede6efa231116c4bd8bb9d5e03eac1cb76dc," func (*Ctx) isLocalHost(address string) bool {
 
 // IsFromLocal will return true if request came from local.
 func (c *Ctx) IsFromLocal() bool {
-	ips := c.IPs()
-	if len(ips) == 0 {
-		ips = append(ips, c.IP())
-	}
-	return c.isLocalHost(ips[0])
+	return c.isLocalHost(c.fasthttp.RemoteIP().String())
 }
"
GO-2020-0021,gogs,gogs,83283bca4cb4e0f4ec48a28af680f0d88db3d2c8," func SearchRepos(ctx *middleware.Context) {
 		opt.Limit = 10
 	}
 
+	// Check visibility.
+	if ctx.IsSigned && opt.Uid > 0 {
+		if ctx.User.Id == opt.Uid {
+			opt.Private = true
+		} else {
+			u, err := models.GetUserById(opt.Uid)
+			if err != nil {
+				ctx.JSON(500, map[string]interface{}{
+					""ok"":    false,
+					""error"": err.Error(),
+				})
+				return
+			}
+			if u.IsOrganization() && u.IsOrgOwner(ctx.User.Id) {
+				opt.Private = true
+			}
+			// FIXME: how about collaborators?
+		}
+	}
+
 	repos, err := models.SearchRepositoryByName(opt)
 	if err != nil {
 		ctx.JSON(500, map[string]interface{}{
"
GO-2022-0370,mellium,xmpp,0d92aa486da69b71f2f4a30e62aa722c711b98ac," func NewClient(ctx context.Context, origin, location string, addr jid.JID, rwc i
 	d := Dialer{
 		Origin: origin,
 	}
-	cfg, err := d.config(location)
+	cfg, err := d.config(addr.Domain().String(), location)
 	if err != nil {
 		return nil, err
 	}
"
GO-2022-0370,mellium,xmpp,0d92aa486da69b71f2f4a30e62aa722c711b98ac," func (d *Dialer) Dial(ctx context.Context, addr jid.JID) (net.Conn, error) {
 		if !d.InsecureNoTLS && strings.HasPrefix(u, ""ws:"") {
 			continue
 		}
-		cfg, err = d.config(u)
+		cfg, err = d.config(addr.Domain().String(), u)
 		if err != nil {
 			continue
 		}
"
GO-2020-0017,dgrijalva,jwt-go,ec0a89a131e3e8567adcb21254a5cd20a70ea4ab,"
+package jwt
+
+import (
+	""encoding/json""
+	""reflect""
+)
+
+// ClaimStrings is used for parsing claim properties that
+// can be either a string or array of strings
+type ClaimStrings []string
+
+// UnmarshalJSON implements the json package's Unmarshaler interface
+func (c *ClaimStrings) UnmarshalJSON(data []byte) error {
+	var value interface{}
+	err := json.Unmarshal(data, &value)
+	if err != nil {
+		return err
+	}
+	switch v := value.(type) {
+	case string:
+		*c = ClaimStrings{v}
+	case []interface{}:
+		result := make(ClaimStrings, 0, len(v))
+		for i, vv := range v {
+			if x, ok := vv.(string); ok {
+				result = append(result, x)
+			} else {
+				return &json.UnsupportedTypeError{Type: reflect.TypeOf(v[i])}
+			}
+		}
+		*c = result
+	case nil:
+	default:
+		return &json.UnsupportedTypeError{Type: reflect.TypeOf(v)}
+	}
+	return nil
+}
"
GO-2020-0017,dgrijalva,jwt-go,ec0a89a131e3e8567adcb21254a5cd20a70ea4ab," func (c *StandardClaims) VerifyNotBefore(cmp int64, req bool) bool {
 
 // ----- helpers
 
-func verifyAud(aud string, cmp string, required bool) bool {
-	if aud == """" {
+func verifyAud(aud ClaimStrings, cmp string, required bool) bool {
+	if len(aud) == 0 {
 		return !required
 	}
-	if subtle.ConstantTimeCompare([]byte(aud), []byte(cmp)) != 0 {
-		return true
+	for _, audStr := range aud {
+		if subtle.ConstantTimeCompare([]byte(audStr), []byte(cmp)) != 0 {
+			return true
+		}
 	}
 	return false
 }
"
GO-2022-0400,ntbosscher,gobase,a8d40bce9c429d324122d18c446924dab809e812," func middleware(config Config) *server {
 }
 
 type server struct {
-	next                     http.Handler
+	next http.Handler
 	perRequestFilter         PerRequestFilter
 	ignoreRoutesWithPrefixes []string
 	ignoreRoutes             []string
 	authHandler              func(request *res.Request) (res.Responder, context.Context)
 }
 
-const defaultLoginEndpoint = ""/api/auth/login""
-const defaultRefreshEndpoint = ""/api/auth/refresh""
-const defaultLogoutEndpoint = ""/api/auth/logout""
-const defaultRegisterEndpoint = ""/api/auth/register""
-
 func (s *server) ServeHTTP(w http.ResponseWriter, r *http.Request) {
 
 	ignoredRoute := false
"
